mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,
0.5590277777777778,0.019444444444444445,1,0,0,target,,001,2019_Jan_22_1623,posnerHand,3.0.2,59.7259163365175,
