6.3129 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

29.5361 	EXP 	fixation: autoDraw = False
29.5361 	EXP 	cue: autoDraw = False
29.5361 	EXP 	target: autoDraw = False
29.5361 	EXP 	cue: image = 'images/arrow_left.png'
29.5361 	EXP 	target: pos = array([0.5, 0. ])
29.5361 	EXP 	fixation: autoDraw = True
29.5865 	DATA 	Mouse:  Left button up, pos=(483,722)
30.5355 	EXP 	fixation: autoDraw = False
30.5355 	EXP 	cue: autoDraw = True
30.7362 	EXP 	cue: autoDraw = False
30.7362 	EXP 	target: autoDraw = True
31.1701 	DATA 	Mouse: Left button down, pos=(1978,747)
31.1715 	EXP 	New trial (rep=1, index=4): OrderedDict([('cue_file', 'images/arrow_right.png'), ('target_x', 0.5), ('is_valid', 'valid')])
31.2042 	EXP 	fixation: autoDraw = False
31.2042 	EXP 	cue: autoDraw = False
31.2042 	EXP 	target: autoDraw = False
31.2042 	EXP 	cue: image = 'images/arrow_right.png'
31.2042 	EXP 	target: pos = array([0.5, 0. ])
31.2042 	EXP 	fixation: autoDraw = True
31.2379 	DATA 	Mouse:  Left button up, pos=(1978,746)
32.2041 	EXP 	fixation: autoDraw = False
32.2041 	EXP 	cue: autoDraw = True
32.4041 	EXP 	cue: autoDraw = False
32.4041 	EXP 	target: autoDraw = True
33.0052 	DATA 	Mouse: Left button down, pos=(2127,744)
33.0067 	EXP 	New trial (rep=1, index=5): OrderedDict([('cue_file', 'images/arrow_left.png'), ('target_x', -0.5), ('is_valid', 'valid')])
33.0383 	EXP 	fixation: autoDraw = False
33.0383 	EXP 	cue: autoDraw = False
33.0383 	EXP 	target: autoDraw = False
33.0383 	EXP 	cue: image = 'images/arrow_left.png'
33.0383 	EXP 	target: pos = array([-0.5,  0. ])
33.0383 	EXP 	fixation: autoDraw = True
33.1206 	DATA 	Mouse:  Left button up, pos=(2127,743)
34.0370 	EXP 	fixation: autoDraw = False
34.0370 	EXP 	cue: autoDraw = True
34.2373 	EXP 	cue: autoDraw = False
34.2373 	EXP 	target: autoDraw = True
34.7041 	DATA 	Mouse: Left button down, pos=(700,731)
34.7056 	EXP 	New trial (rep=1, index=6): OrderedDict([('cue_file', 'images/arrow_right.png'), ('target_x', 0.5), ('is_valid', 'valid')])
34.7382 	EXP 	fixation: autoDraw = False
34.7382 	EXP 	cue: autoDraw = False
34.7382 	EXP 	target: autoDraw = False
34.7382 	EXP 	cue: image = 'images/arrow_right.png'
34.7382 	EXP 	target: pos = array([0.5, 0. ])
34.7382 	EXP 	fixation: autoDraw = True
34.7893 	DATA 	Mouse:  Left button up, pos=(702,731)
35.7373 	EXP 	fixation: autoDraw = False
35.7373 	EXP 	cue: autoDraw = True
35.9379 	EXP 	cue: autoDraw = False
35.9379 	EXP 	target: autoDraw = True
36.3225 	DATA 	Mouse: Left button down, pos=(1916,730)
36.3239 	EXP 	New trial (rep=1, index=7): OrderedDict([('cue_file', 'images/arrow_left.png'), ('target_x', -0.5), ('is_valid', 'valid')])
36.3563 	EXP 	fixation: autoDraw = False
36.3563 	EXP 	cue: autoDraw = False
36.3563 	EXP 	target: autoDraw = False
36.3563 	EXP 	cue: image = 'images/arrow_left.png'
36.3563 	EXP 	target: pos = array([-0.5,  0. ])
36.3563 	EXP 	fixation: autoDraw = True
36.3890 	DATA 	Mouse:  Left button up, pos=(1916,730)
37.3558 	EXP 	fixation: autoDraw = False
37.3558 	EXP 	cue: autoDraw = True
37.5547 	EXP 	cue: autoDraw = False
37.5547 	EXP 	target: autoDraw = True
37.9727 	DATA 	Mouse: Left button down, pos=(633,741)
37.9741 	EXP 	New trial (rep=1, index=8): OrderedDict([('cue_file', 'images/arrow_right.png'), ('target_x', 0.5), ('is_valid', 'valid')])
38.0064 	EXP 	fixation: autoDraw = False
38.0064 	EXP 	cue: autoDraw = False
38.0064 	EXP 	target: autoDraw = False
38.0064 	EXP 	cue: image = 'images/arrow_right.png'
38.0064 	EXP 	target: pos = array([0.5, 0. ])
38.0064 	EXP 	fixation: autoDraw = True
38.0555 	DATA 	Mouse:  Left button up, pos=(633,741)
39.0051 	EXP 	fixation: autoDraw = False
39.0051 	EXP 	cue: autoDraw = True
39.2052 	EXP 	cue: autoDraw = False
39.2052 	EXP 	target: autoDraw = True
39.5570 	DATA 	Mouse: Left button down, pos=(1939,731)
39.5584 	EXP 	New trial (rep=1, index=9): OrderedDict([('cue_file', 'images/arrow_right.png'), ('target_x', -0.5), ('is_valid', 'invalid')])
39.5895 	EXP 	fixation: autoDraw = False
39.5895 	EXP 	cue: autoDraw = False
39.5895 	EXP 	target: autoDraw = False
39.5895 	EXP 	cue: image = 'images/arrow_right.png'
39.5895 	EXP 	target: pos = array([-0.5,  0. ])
39.5895 	EXP 	fixation: autoDraw = True
39.6227 	DATA 	Mouse:  Left button up, pos=(1939,731)
40.2053 	DATA 	Keypress: escape
40.4815 	EXP 	window1: mouseVisible = True
