imageFile,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,date,frameRate,expName,session,participant,
faces/face01.jpg,0,0,0,0,2018_Aug_22_0936,None,rotatingFaces,001,,
