left_eye.started,left_eye.stopped,left_pupil.started,left_pupil.stopped,right_eye.started,right_eye.stopped,right_pupil.started,right_pupil.stopped,session,participant,date,expName,psychopyVersion,frameRate,
5.352738099987619,None,5.352738099987619,None,5.352738099987619,None,5.352738099987619,None,,,,,,,
