trials.thisTrialN,trials.stepSize,trials.intensity,corrAns,direction,trials.response,resp.rt,date,frameRate,expName,session,participant,
0,0.4,0.5,down,-90,1,0.969446182251,2018_Jan_21_2237,59.6477426089,customRDK,001,,
