trials.thisTrialN,trials.stepSize,trials.intensity,corrAns,direction,trials.response,resp.rt,date,frameRate,expName,session,participant,
0,0.4,0.5,down,-90,1,1.2238278389,2018_Jan_21_2231,59.9413206428,customRDK,001,,
