trials.thisTrialN,trials.stepSize,trials.intensity,corrAns,direction,trials.response,resp.rt,date,frameRate,expName,session,participant,
0,0.4,0.5,up,90,1,1.07337498665,2018_Jan_21_2216,59.7642660101,customRDK,001,,
1,0.4,0.199053585277,down,-90,1,0.635042905807,2018_Jan_21_2216,59.7642660101,customRDK,001,,
