loadLoop.thisRepN,loadLoop.thisTrialN,loadLoop.thisN,loadLoop.thisIndex,word,fixedPosition,introTxt.started,introTxt.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,8.525036700011697,None,space,1.1404760000004899,8.525036700011697,None,,001,2021_May_13_1731,custom-randomisation,2021.1.4,59.902335233394176,
